SNP.id	Chr	Pos	NonCoded.Allele	Coded.Allele	Beta	Se	Chi2	Log10BF	Coded.Af	Qual	ESampleSize	NGenes	Fmiss	Pval
null2_156	1	492	d	D	0.00483967	0.0146191	0.109595	-0.75575	0.69775	1	843.58	2	0	0.740605
null2_157	1	493	D	d	0.00791733	0.0232449	0.116011	-0.562977	0.09725	1	351.17	1	0	0.733401
null2_158	1	494	d	D	0.0058923	0.0141795	0.172683	-0.755254	0.6165	1	945.711	1	0	0.677738
null2_159	1	495	D	d	-0.0049818	0.0163443	0.0929048	-0.712464	0.2195	1	685.279	1	0	0.760516
null2_160	1	496	D	d	0.002702	0.015013	0.0323921	-0.760866	0.29075	1	824.858	1	0	0.85717
null2_161	1	497	d	D	0.0020116	0.0146882	0.0187563	-0.772968	0.67925	1	871.478	1	0	0.891067
null2_162	1	498	d	D	-0.000329338	0.0157242	0.000438678	-0.748123	0.72525	1	797.05	1	0	0.98329
null2_163	1	499	d	D	0.00146132	0.0165611	0.00778595	-0.724816	0.781	1	684.156	1	0	0.929687
null2_164	1	500	d	D	0.00929327	0.0145389	0.408578	-0.694835	0.63475	1	927.37	1	0	0.522692
null2_165	1	501	D	d	-0.0309228	0.0171285	3.25925	-0.0308283	0.19375	1	624.844	1	0	0.0710215
null2_166	1	502	d	D	-0.0199802	0.0142304	1.97135	-0.373077	0.6605	1	896.959	1	0	0.160305
null2_167	1	503	d	D	5.94366e-18	0.0137402	-9.08585e-13	-0.805149	0.559	1	986.076	1	0	1
null2_168	1	504	d	D	-0.00685802	0.014646	0.219261	-0.731791	0.667	1	888.444	1	0	0.639603
null2_169	1	505	d	D	0.00316392	0.014069	0.0505733	-0.784419	0.574	1	978.096	1	0	0.822069
null2_170	1	506	d	D	-0.00703333	0.0187615	0.140536	-0.645237	0.83575	1	549.088	1	0	0.707749
null2_171	1	507	D	d	0.0232101	0.0136783	2.87932	-0.196584	0.47975	1	998.36	1	0	0.0897241
null2_172	1	508	d	D	0.000493534	0.013611	0.00131477	-0.808871	0.5715	1	979.551	1	0	0.971075
null2_173	1	509	d	D	0.00627683	0.0242698	0.0668882	-0.555596	0.911	1	324.316	1	0	0.795923
null2_174	1	510	D	d	-0.00785195	0.0147749	0.282427	-0.714768	0.32275	1	874.33	1	0	0.595115
null2_175	1	511	d	D	0.0015472	0.0170408	0.00824353	-0.712772	0.797	1	647.164	1	0	0.927656
null2_176	1	512	d	D	-0.0110442	0.0169071	0.426705	-0.628411	0.80425	1	629.728	1	0	0.51361
null2_177	1	513	D	d	-0.0235765	0.0145937	2.60992	-0.228116	0.34075	1	898.558	1	0	0.106197
null2_178	1	514	d	D	-0.00871134	0.0161729	0.29013	-0.675429	0.75825	1	733.228	1	0	0.590137
null2_179	1	515	d	D	0.00269165	0.0169905	0.0250972	-0.71048	0.80225	1	634.58	1	0	0.874125
null2_180	1	516	D	d	0.0177305	0.040789	0.188954	-0.337036	0.03	1	116.4	1	0	0.663789
null2_181	1	517	d	D	-0.00460947	0.0134953	0.116663	-0.787999	0.52375	1	997.744	1	0	0.732682
null2_182	1	518	D	d	0.0121299	0.0159024	0.581822	-0.621092	0.248	1	745.984	1	0	0.445599
null2_183	1	519	d	D	-0.0443964	0.0351209	1.59795	-0.126912	0.95975	1	154.52	1	0	0.206194
null2_184	1	520	D	d	-0.00251107	0.0153508	0.0267584	-0.752687	0.271	1	790.236	1	0	0.870062
null2_185	1	521	D	d	-0.0165244	0.0140278	1.38763	-0.502423	0.38175	1	944.068	2	0	0.238807
null2_186	1	522	d	D	-0.00225764	0.0137231	0.027065	-0.799935	0.52825	1	996.808	2	0	0.869326
null2_187	1	523	d	D	-0.013099	0.014462	0.820386	-0.609948	0.67175	1	882.008	2	0	0.365067
null2_188	1	524	d	D	-0.00515748	0.0160661	0.103052	-0.717513	0.77475	1	698.05	2	0	0.748198
null2_189	1	525	d	D	-0.010155	0.0139797	0.527671	-0.686003	0.57975	1	974.56	2	0	0.467588
null2_190	1	526	D	d	-0.00461445	0.0138727	0.110642	-0.777625	0.3995	1	959.599	2	0	0.739414
null2_191	1	527	d	D	0.0189141	0.0139405	1.84083	-0.408982	0.58375	1	971.944	2	0	0.174854
null2_192	1	528	d	D	0.0203252	0.0154343	1.73419	-0.390677	0.74	1	769.6	2	0	0.187877
null2_193	1	529	d	D	0.0099018	0.0139849	0.501315	-0.691433	0.6165	1	945.711	2	0	0.478923
null2_194	1	530	d	D	-0.00637083	0.0141162	0.203684	-0.75057	0.576	1	976.896	2	0	0.651764
null2_195	1	531	D	d	0.00812233	0.0295142	0.0757354	-0.476797	0.05425	1	205.228	2	0	0.783162
null2_196	1	532	D	d	0.0236191	0.0135805	3.02479	-0.168584	0.478	1	998.064	1	0	0.0820009
null2_197	1	533	d	D	0.00564207	0.0145524	0.150316	-0.749061	0.665	1	891.1	1	0	0.698234
null2_198	1	534	D	d	-0.0271368	0.022283	1.4831	-0.301288	0.10325	1	370.358	1	0	0.223291
null2_199	1	535	D	d	0.0389921	0.0140846	7.66409	0.825815	0.37525	1	937.75	1	0	0.00563307
null2_200	1	536	D	d	-0.0089482	0.0147196	0.369558	-0.697924	0.32575	1	878.548	2	0	0.543246
null2_201	1	537	d	D	-0.00204799	0.0138632	0.0218236	-0.796745	0.577	1	976.284	2	0	0.882557
null2_202	1	538	d	D	-0.0363485	0.0378891	0.920331	-0.229268	0.96775	1	124.84	2	0	0.337388
null2_203	1	539	d	D	-0.000308476	0.015218	0.00041089	-0.7619	0.71925	1	807.718	2	0	0.983828
null2_204	1	540	d	D	-0.0282507	0.024968	1.28024	-0.300717	0.9155	1	309.439	2	0	0.257855
null2_205	1	541	d	D	-0.00625438	0.0342615	0.0333239	-0.42822	0.958	1	160.944	2	0	0.855152
null2_206	1	542	d	D	-0.0316883	0.0264425	1.43613	-0.249201	0.9295	1	262.119	2	0	0.230767
null2_207	1	543	D	d	0.0172582	0.0146899	1.38023	-0.485215	0.316	1	864.576	2	0	0.240062
null2_208	1	544	D	d	0.0169481	0.0202559	0.700064	-0.498425	0.13025	1	453.14	2	0	0.402762
null2_209	1	545	D	d	-0.0191468	0.0299704	0.40814	-0.406332	0.056	1	211.456	2	0	0.522915
null2_210	1	546	d	D	-0.00355745	0.0182713	0.0379089	-0.677534	0.835	1	551.1	2	0	0.845626
null2_211	1	547	d	D	0.0161631	0.0137648	1.37882	-0.512024	0.569	1	980.956	1	0	0.240302
null2_212	1	548	D	d	0.00169125	0.0205726	0.00675825	-0.634975	0.12725	1	444.23	1	0	0.934481
null2_213	1	549	D	d	-0.057891	0.0180306	10.3086	1.45165	0.18325	1	598.678	1	0	0.00132408
null2_214	1	550	D	d	0.00399078	0.0146287	0.0744228	-0.76291	0.3415	1	899.511	1	0	0.785003
null2_215	1	551	d	D	-0.000814442	0.0142763	0.00325452	-0.788258	0.61075	1	950.938	1	0	0.954507
null2_216	1	552	d	D	-0.0162753	0.0319076	0.260179	-0.411648	0.953	1	179.164	1	0	0.609997
null2_217	1	553	D	d	-0.0100091	0.0180737	0.306685	-0.62604	0.16975	1	563.74	1	0	0.579722
null2_218	1	554	D	d	0.0069613	0.0150732	0.213289	-0.720997	0.31325	1	860.498	1	0	0.644202
null2_219	1	555	d	D	-0.00338268	0.0178168	0.0360464	-0.68839	0.812	1	610.624	1	0	0.84942
null2_220	1	556	D	d	-0.00933343	0.015818	0.34816	-0.672449	0.251	1	751.996	1	0	0.555156
null2_221	1	557	D	d	-0.0228176	0.0139428	2.67817	-0.231627	0.473	1	997.084	1	0	0.101732
null2_222	1	558	d	D	0.0204871	0.0196038	1.09215	-0.430373	0.856	1	493.056	1	0	0.295995
null2_223	1	559	d	D	-0.00411611	0.013897	0.0877263	-0.781742	0.576	1	976.896	1	0	0.767088
null2_224	1	560	D	d	0.0144552	0.0136749	1.11737	-0.570145	0.4285	1	979.551	1	0	0.290485
null2_225	1	561	d	D	-0.0199673	0.0196003	1.0378	-0.44168	0.86275	1	473.65	1	0	0.308334
null2_226	1	562	d	D	-0.158335	0.0718032	4.86254	0.430114	0.99075	1	36.6577	0	0	0.0274458
null2_227	1	563	d	D	-0.00594441	0.0136357	0.190049	-0.768055	0.509	1	999.676	1	0	0.662876
null2_228	1	564	D	d	0.0248021	0.0431475	0.330418	-0.293324	0.0255	1	99.399	1	0	0.565413
null2_229	1	565	d	D	0.0419731	0.0280518	2.23883	-0.0710551	0.937	1	236.124	1	0	0.134583
null2_230	1	566	D	d	-0.0421259	0.0271035	2.41572	-0.0468289	0.06875	1	256.094	1	0	0.120123
null2_231	1	567	D	d	-0.017785	0.0195277	0.829481	-0.486226	0.14875	1	506.494	1	0	0.362423
null2_232	1	568	D	d	0.00366128	0.0140118	0.0682779	-0.782391	0.4475	1	988.975	1	0	0.793861
null2_233	1	569	d	D	0.0305442	0.0177104	2.97441	-0.0780112	0.81175	1	611.248	2	0	0.0845908
null2_234	1	570	d	D	0.00134996	0.0142371	0.00899075	-0.788207	0.61675	1	945.478	2	0	0.924458
null2_235	1	571	d	D	-0.0186441	0.0138408	1.81453	-0.417453	0.58525	1	970.93	2	0	0.177966
null2_236	1	572	d	D	-0.00835659	0.0140007	0.356255	-0.721699	0.578	1	975.664	2	0	0.550594
null2_237	1	573	D	d	0.00613477	0.0256503	0.0572022	-0.535461	0.07725	1	285.13	2	0	0.810974
null2_238	1	574	d	D	0.0123955	0.0189168	0.429375	-0.581893	0.8485	1	514.191	2	0	0.512296
null2_239	1	575	D	d	0.029893	0.0216125	1.91307	-0.224699	0.111	1	394.716	2	0	0.166623
null2_240	1	576	d	D	0.00209452	0.0280398	0.00557982	-0.510502	0.9355	1	241.359	2	0	0.940455
null2_241	1	577	D	d	-0.0178963	0.0139484	1.64617	-0.449978	0.44625	1	988.444	2	0	0.199482
null2_242	1	578	D	d	0.00256495	0.0165858	0.0239158	-0.72081	0.22325	1	693.638	2	0	0.877099
null2_243	1	579	d	D	-0.00642123	0.0200427	0.102642	-0.625924	0.86	1	481.6	2	0	0.748682
null2_244	1	580	D	d	0.0207194	0.01459	2.01671	-0.353508	0.32175	1	872.908	1	0	0.155576
null2_245	1	581	D	d	-0.00893116	0.0134603	0.44026	-0.720395	0.48725	1	999.35	1	0	0.506997
null2_246	1	582	D	d	-0.00229951	0.0146899	0.0245038	-0.771704	0.341	1	898.876	1	0	0.87561
null2_247	1	583	d	D	-0.00362229	0.01971	0.0337748	-0.647033	0.85775	1	488.06	1	0	0.854187
null2_248	1	584	D	d	0.000943144	0.0188157	0.00251254	-0.67271	0.1635	1	547.071	1	0	0.960023
null2_249	1	585	D	d	0.0283227	0.02755	1.05688	-0.309871	0.066	1	246.576	1	0	0.303928
null2_250	1	586	d	D	-0.0132665	0.0249479	0.282775	-0.501225	0.919	1	297.756	1	0	0.594888
null2_251	1	587	d	D	0.0072055	0.0189897	0.143976	-0.639542	0.84325	1	528.718	1	0	0.70436
null2_252	1	588	D	d	-0.0111885	0.0138145	0.655951	-0.663772	0.434	1	982.576	1	0	0.417993
null2_253	1	589	D	d	0.00434704	0.015844	0.0752761	-0.729185	0.25675	1	763.318	2	0	0.783804
null2_254	1	590	d	D	0.00312849	0.0134412	0.0541744	-0.802969	0.52775	1	996.92	2	0	0.815952
null2_255	1	591	d	D	0.0151309	0.0166418	0.826673	-0.551071	0.78275	1	680.21	2	0	0.363236
null2_256	1	592	d	D	-0.0324788	0.0225269	2.07872	-0.176067	0.896	1	372.736	2	0	0.149365
null2_257	1	593	d	D	-0.00112259	0.0145153	0.00598116	-0.780666	0.68	1	870.4	2	0	0.938355
null2_258	1	594	d	D	-0.0118573	0.0272352	0.189546	-0.485565	0.932	1	253.504	2	0	0.663295
null2_259	1	595	d	D	0.0141075	0.0265703	0.281908	-0.476834	0.92825	1	266.408	2	0	0.595453
null2_260	1	596	d	D	0.0104272	0.0145437	0.514028	-0.672396	0.66275	1	894.05	2	0	0.4734
null2_261	1	597	D	d	-0.0538139	0.0759611	0.501887	-0.119272	0.00775	1	30.7598	0	0	0.478672
null2_262	1	598	d	D	-0.00788382	0.0176489	0.199544	-0.658193	0.81275	1	608.75	2	0	0.655089
null2_263	1	599	d	D	-0.00491058	0.0139291	0.124285	-0.773018	0.61275	1	949.15	2	0	0.724433
null2_264	1	600	D	d	-0.00529745	0.0162826	0.105849	-0.711326	0.23375	1	716.444	1	0	0.744921
null2_265	1	601	d	D	-0.0236144	0.0228287	1.07002	-0.376314	0.8975	1	367.975	1	0	0.300941
null2_266	1	602	d	D	-0.0211187	0.0204208	1.06952	-0.419129	0.8705	1	450.919	1	0	0.301055
null2_267	1	603	D	d	0.0244578	0.0176328	1.92394	-0.298687	0.18025	1	591.04	1	0	0.165423
null2_268	1	604	D	d	-0.00292569	0.0234331	0.0155882	-0.580087	0.095	1	343.9	1	0	0.90064
null2_269	1	605	D	d	0.0149738	0.0283347	0.27927	-0.45263	0.0615	1	230.871	1	0	0.59718
null2_270	1	606	d	D	0.0285514	0.0281688	1.02735	-0.307799	0.93425	1	245.708	1	0	0.310782
null2_271	1	607	D	d	0.000398816	0.0173035	0.000531223	-0.707995	0.19175	1	619.928	1	0	0.981612
null2_272	1	608	D	d	-0.0209111	0.0241086	0.752329	-0.419948	0.08675	1	316.898	1	0	0.38574
null2_273	1	609	D	d	-0.0015629	0.0242213	0.00416358	-0.569049	0.0895	1	325.959	1	0	0.948552
null2_274	1	610	D	d	-0.00311807	0.0145878	0.045687	-0.770166	0.32075	1	871.478	1	0	0.830746
null2_275	1	611	d	D	0.00477216	0.0180468	0.0699241	-0.675994	0.82725	1	571.63	1	0	0.791447
null2_276	1	612	D	d	0.0030654	0.0479723	0.00408312	-0.314139	0.02075	1	81.2777	1	0	0.94905
null2_277	1	613	d	D	-0.0148786	0.0145137	1.05092	-0.559733	0.66525	1	890.77	1	0	0.305294
null2_278	1	614	D	d	0.0130383	0.0138509	0.886111	-0.613891	0.44625	1	988.444	1	0	0.346533
null2_279	1	615	D	d	-0.00285066	0.0139483	0.0417688	-0.789929	0.39375	1	954.844	1	0	0.838061
null2_280	1	616	D	d	-0.00507511	0.013802	0.13521	-0.774572	0.39	1	951.6	1	0	0.71309
null2_281	1	617	D	d	0.0129974	0.0136955	0.900658	-0.615481	0.485	1	999.1	1	0	0.342605
null2_282	1	618	D	d	-0.0138523	0.0157326	0.775253	-0.584811	0.2495	1	748.999	1	0	0.378597
null2_283	1	619	d	D	0.00314049	0.0146401	0.0460155	-0.768586	0.67725	1	874.33	1	0	0.830148
null2_284	1	620	d	D	-0.0150669	0.0136132	1.22496	-0.549188	0.52925	1	996.578	1	0	0.268389
null2_285	1	621	D	d	0.0208285	0.0152699	1.86055	-0.36832	0.28125	1	808.594	1	0	0.172562
null2_286	1	622	D	d	0.00403135	0.0194502	0.042959	-0.650606	0.144	1	493.056	1	0	0.835803
null2_287	1	623	D	d	-0.0210263	0.0167828	1.56963	-0.392015	0.211	1	665.916	1	0	0.210261
null2_288	1	624	d	D	0.0357663	0.0246905	2.09839	-0.14037	0.916	1	307.776	2	0	0.147454
null2_289	1	625	D	d	0.00290715	0.0147733	0.0387239	-0.76631	0.2975	1	835.975	2	0	0.843997
null2_290	1	626	d	D	-0.0444959	0.105518	0.177821	-0.0963419	0.99575	1	16.9277	0	0	0.673252
null2_291	1	627	d	D	0.0213344	0.0167562	1.62111	-0.381861	0.78175	1	682.468	2	0	0.202938
null2_292	1	628	D	d	0.00346209	0.0141397	0.0599513	-0.780317	0.38475	1	946.87	2	0	0.806573
null2_293	1	629	d	D	-0.0373671	0.0328371	1.29493	-0.204389	0.9525	1	180.975	2	0	0.255141
null2_294	1	630	d	D	0.0164414	0.0145836	1.27101	-0.511245	0.6605	1	896.959	2	0	0.259578
null2_295	1	631	d	D	-0.150754	0.137302	1.20555	0.00180981	0.9975	1	9.975	0	0	0.272215
null2_296	1	632	d	D	0.0171628	0.0253792	0.457321	-0.459561	0.922	1	287.664	2	0	0.498879
null2_297	1	633	d	D	-0.0143546	0.026802	0.286847	-0.472494	0.92775	1	268.12	2	0	0.592248
null2_298	1	634	D	d	0.0198763	0.0155075	1.64282	-0.408029	0.2665	1	781.911	2	0	0.199939
null2_299	1	635	D	d	-0.00842353	0.013842	0.370333	-0.723497	0.41225	1	969.2	1	0	0.542823
null2_300	1	636	D	d	-0.00484538	0.060313	0.00645407	-0.242187	0.01325	1	52.2978	1	0	0.935969
null2_301	1	637	d	D	-0.0137402	0.0158588	0.75066	-0.586708	0.75125	1	747.494	1	0	0.386267
null2_302	1	638	D	d	-0.00743011	0.0141136	0.277152	-0.735087	0.394	1	955.056	2	0	0.598574
null2_303	1	639	D	d	0.0158303	0.0151137	1.09707	-0.533414	0.293	1	828.604	2	0	0.294909
null2_304	1	640	d	D	0.0357683	0.026571	1.81209	-0.172854	0.9255	1	275.799	2	0	0.178257
null2_305	1	641	d	D	-0.0360933	0.0950352	0.144239	-0.117135	0.99475	1	20.8897	0	0	0.704103
null2_306	1	642	D	d	0.000575349	0.014696	0.00153273	-0.776384	0.3455	1	904.519	2	0	0.968771
null2_307	1	643	d	D	0.0315899	0.0159534	3.92091	0.0817124	0.75075	1	748.498	2	0	0.0476892
null2_308	1	644	d	D	0.0259754	0.014167	3.36177	-0.0807841	0.63575	1	926.288	2	0	0.0667262
null2_309	1	645	d	D	-0.022969	0.0191476	1.43899	-0.36774	0.84775	1	516.28	2	0	0.230304
null2_310	1	646	D	d	0.029561	0.0229775	1.65513	-0.255073	0.1005	1	361.599	2	0	0.198262
null2_311	1	647	d	D	-0.0036064	0.0144313	0.0624504	-0.771169	0.64825	1	912.088	2	0	0.802664
null2_312	1	648	d	D	-0.00027319	0.0143212	0.000363888	-0.787544	0.65325	1	906.058	2	0	0.984781
null2_313	1	649	d	D	-0.0156943	0.0178416	0.773775	-0.533936	0.82125	1	587.194	1	0	0.379052
null2_314	1	650	d	D	0.00730158	0.0137476	0.282085	-0.745085	0.53175	1	995.968	1	0	0.595338
null2_315	1	651	d	D	-0.0347813	0.0195805	3.15533	-0.00447031	0.852	1	504.384	1	0	0.0756794
null2_316	1	652	d	D	-0.00807862	0.0162377	0.247527	-0.682717	0.76675	1	715.378	1	0	0.618822
null2_317	1	653	d	D	-0.00939533	0.0146185	0.413067	-0.691606	0.67425	1	878.548	1	0	0.520417
null2_318	1	654	d	D	0.015734	0.0145193	1.17432	-0.533486	0.674	1	878.896	1	0	0.278515
null2_319	1	655	D	d	-0.00959896	0.0212216	0.204594	-0.581647	0.119	1	419.356	1	0	0.651038
null2_320	1	656	d	D	0.00836945	0.013593	0.379108	-0.729254	0.5505	1	989.799	1	0	0.538081
null2_321	1	657	D	d	0.0254106	0.0140853	3.2546	-0.105685	0.367	1	929.244	1	0	0.0712235
null2_322	1	658	d	D	0.0429405	0.013778	9.71324	1.25093	0.52975	1	996.46	1	0	0.00182945
null2_323	1	659	D	d	-0.017372	0.015682	1.22715	-0.491024	0.27025	1	788.86	1	0	0.267962
null2_324	1	660	D	d	-0.0168831	0.0198985	0.719882	-0.501407	0.137	1	472.924	1	0	0.396182
null2_325	1	661	D	d	0.0240468	0.0137748	3.04753	-0.158194	0.40825	1	966.328	1	0	0.0808601
null2_326	1	662	d	D	0.00866585	0.0138316	0.392536	-0.719105	0.5435	1	992.431	1	0	0.530969
null2_327	1	663	d	D	0.0208569	0.0143462	2.11362	-0.339748	0.623	1	939.484	1	0	0.145993
null2_328	1	664	d	D	-0.00371021	0.0141051	0.0691905	-0.779393	0.5365	1	994.671	1	0	0.792519
null2_329	1	665	D	d	-0.0153157	0.0148662	1.06139	-0.547689	0.33	1	884.4	1	0	0.302898
dis2_0	1	666	d	D	-0.0554166	0.0135112	16.8226	2.74333	0.5175	1	998.775	2	0	4.10409e-05
dis2_1	1	667	d	D	-0.0788218	0.0150417	27.4599	4.98722	0.7285	1	791.151	2	0	1.6039e-07
dis2_2	1	668	d	D	-0.0717752	0.0135601	28.0171	5.09229	0.52825	1	996.808	2	0	1.20245e-07
dis2_3	1	669	d	D	-0.0697672	0.0186212	14.0374	2.22889	0.8465	1	519.751	2	0	0.000179209
dis2_4	1	670	d	D	-0.0605786	0.0136989	19.5553	3.32097	0.538	1	994.224	2	0	9.7728e-06
null3_0	1	671	d	D	0.00244322	0.0151419	0.0260353	-0.758605	0.724	1	799.296	2	0	0.871814
null3_1	1	672	d	D	-0.0117103	0.0136743	0.733383	-0.651601	0.55875	1	986.194	2	0	0.391789
null3_2	1	673	D	d	-0.0334771	0.0181696	3.39471	0.0187402	0.166	1	553.776	2	0	0.0654058
null3_3	1	674	d	D	-0.00441614	0.0139648	0.100004	-0.777086	0.60525	1	955.69	2	0	0.751825
null3_4	1	675	D	d	-0.00547611	0.0177829	0.0948287	-0.676917	0.18625	1	606.244	2	0	0.758126
null3_5	1	676	D	d	-0.00930184	0.0278547	0.111517	-0.492226	0.06625	1	247.444	2	0	0.738424
null3_6	1	677	D	d	-0.00815193	0.0140495	0.336666	-0.724389	0.41175	1	968.848	1	0	0.56176
null3_7	1	678	D	d	0.00573058	0.0159077	0.129772	-0.716037	0.25675	1	763.318	1	0	0.718669
null3_8	1	679	d	D	0.00952519	0.0267406	0.126884	-0.50514	0.9315	1	255.231	1	0	0.721685
null3_9	1	680	d	D	0.00805582	0.0178404	0.203898	-0.652824	0.81925	1	592.318	1	0	0.651593
null3_10	1	681	d	D	-0.0223885	0.0282867	0.626447	-0.385067	0.93825	1	231.748	1	0	0.428662
null3_11	1	682	d	D	0.0223355	0.0140366	2.53203	-0.25991	0.59975	1	960.2	1	0	0.111556
null3_12	1	683	d	D	-0.0101352	0.0159242	0.405083	-0.657696	0.7495	1	750.999	1	0	0.524476
null3_13	1	684	d	D	0.023239	0.017336	1.79697	-0.33176	0.8025	1	633.975	1	0	0.180079
null3_14	1	685	d	D	0.00503055	0.0137412	0.134023	-0.776686	0.503	1	999.964	1	0	0.714297
null3_15	1	686	D	d	0.015007	0.0138147	1.18007	-0.552667	0.38925	1	950.938	1	0	0.277343
null3_16	1	687	d	D	-0.0302244	0.0206803	2.136	-0.195007	0.87125	1	448.694	1	0	0.143876
null3_17	1	688	D	d	0.00555591	0.0140929	0.155422	-0.761491	0.43475	1	982.97	1	0	0.693407
null3_18	1	689	d	D	-0.00803859	0.0137317	0.342695	-0.732715	0.54	1	993.6	1	0	0.558277
null3_19	1	690	D	d	0.000863894	0.025467	0.00115071	-0.549532	0.07875	1	290.194	1	0	0.972939
null3_20	1	691	d	D	0.0021594	0.0164375	0.0172581	-0.725966	0.7705	1	707.319	1	0	0.895483
null3_21	1	692	D	d	0.000759965	0.0137906	0.00303682	-0.802952	0.49625	1	999.944	1	0	0.956053
null3_22	1	693	d	D	0.00963027	0.0177285	0.295077	-0.636395	0.82325	1	582.038	1	0	0.586986
null3_23	1	694	d	D	-0.00478648	0.0180739	0.0701339	-0.675329	0.83175	1	559.768	1	0	0.791142
null3_24	1	695	d	D	-0.00825484	0.0139152	0.351916	-0.725187	0.603	1	957.564	1	0	0.55303
null3_25	1	696	D	d	0.0109097	0.0152955	0.508739	-0.652568	0.27225	1	792.52	1	0	0.475685
null3_26	1	697	D	d	-0.0125841	0.0141751	0.788128	-0.625065	0.39675	1	957.358	1	0	0.374667
null3_27	1	698	d	D	-0.0118368	0.0138965	0.725525	-0.646561	0.5675	1	981.775	1	0	0.394338
null3_28	1	699	d	D	0.0131822	0.015927	0.685022	-0.598751	0.74325	1	763.318	1	0	0.407863
null3_29	1	700	D	d	0.029346	0.0144704	4.11278	0.0859435	0.31275	1	859.75	1	0	0.0425603
null3_30	1	701	D	d	-8.58934e-17	0.108743	-9.08585e-13	-0.106743	0.004	1	15.936	0	0	1
null3_31	1	702	D	d	0.0143566	0.0162105	0.784348	-0.570652	0.24775	1	745.48	1	0	0.375815
null3_32	1	703	D	d	0.0283008	0.029747	0.90513	-0.312465	0.057	1	215.004	1	0	0.34141
null3_33	1	704	d	D	-0.00159643	0.0141334	0.0127587	-0.790502	0.5745	1	977.799	1	0	0.910067
null3_34	1	705	D	d	-0.00192906	0.0143837	0.0179867	-0.781975	0.34275	1	901.09	2	0	0.893312
null3_35	1	706	d	D	0.00476425	0.0159835	0.0888477	-0.722657	0.7705	1	707.319	2	0	0.765647
null3_36	1	707	d	D	0.0037664	0.0160328	0.0551869	-0.728445	0.76525	1	718.57	2	0	0.814272
null3_37	1	708	d	D	0.0330613	0.0266199	1.54251	-0.225753	0.92725	1	269.83	2	0	0.214245
null3_38	1	709	d	D	-0.00654845	0.0187387	0.122123	-0.649563	0.8405	1	536.239	2	0	0.726743
null3_39	1	710	d	D	0.0445715	0.017656	6.37277	0.628593	0.80225	1	634.58	2	0	0.0115885
null3_40	1	711	d	D	0.0197298	0.0134328	2.15729	-0.35686	0.5295	1	996.519	2	0	0.141894
null3_41	1	712	D	d	0.0276864	0.0136089	4.13892	0.068243	0.422	1	975.664	2	0	0.0419079
null3_42	1	713	d	D	-0.0317581	0.0772017	0.169222	-0.156506	0.992	1	31.744	0	0	0.680804
null3_43	1	714	D	d	0.0153712	0.0160102	0.921776	-0.546848	0.23375	1	716.444	2	0	0.337009
null3_44	1	715	d	D	-0.00432249	0.023256	0.034546	-0.57931	0.9085	1	332.511	2	0	0.85255
null3_45	1	716	D	d	0.00850728	0.0145897	0.340009	-0.707876	0.3245	1	876.799	1	0	0.559824
null3_46	1	717	d	D	0.00680458	0.0163966	0.172225	-0.694477	0.77725	1	692.53	1	0	0.678142
null3_47	1	718	d	D	-0.000333326	0.0158191	0.000443991	-0.745592	0.73425	1	780.508	1	0	0.983189
null3_48	1	719	D	d	0.00322036	0.0163898	0.0386064	-0.722701	0.21975	1	685.84	1	0	0.84423
null3_49	1	720	d	D	-0.00959	0.015755	0.370511	-0.669404	0.74925	1	751.498	1	0	0.542726
null3_50	1	721	D	d	0.00447515	0.0167322	0.0715334	-0.707148	0.198	1	635.184	1	0	0.789117
null3_51	1	722	d	D	-0.00409353	0.0138589	0.0872451	-0.783006	0.566	1	982.576	1	0	0.767709
null3_52	1	723	d	D	0.0104079	0.0156245	0.443724	-0.657443	0.737	1	775.324	1	0	0.50533
null3_53	1	724	d	D	0.0235656	0.0142505	2.73461	-0.211098	0.63325	1	928.978	1	0	0.0981952
null3_54	1	725	D	d	-0.0341983	0.0210256	2.64552	-0.084507	0.1245	1	435.999	1	0	0.103842
null3_55	1	726	d	D	0.0268986	0.0180375	2.22387	-0.227531	0.8205	1	589.119	1	0	0.135892
null3_56	1	727	d	D	0.0148493	0.0175943	0.712309	-0.552405	0.817	1	598.044	1	0	0.398678
null3_57	1	728	d	D	0.0110213	0.0142039	0.602075	-0.663612	0.63275	1	929.51	1	0	0.437787
null3_58	1	729	d	D	0.0741598	0.10551	0.494026	-0.0686706	0.99575	1	16.9277	0	0	0.482137
null3_59	1	730	D	d	0.00323096	0.0164168	0.0387335	-0.721987	0.22875	1	705.694	2	0	0.843978
null3_60	1	731	d	D	-0.0347496	0.0221727	2.4562	-0.10474	0.88725	1	400.15	2	0	0.117062
null3_61	1	732	D	d	0.0199023	0.0169452	1.37946	-0.428017	0.199	1	637.596	2	0	0.240193
null3_62	1	733	D	d	-0.0124892	0.0136912	0.832129	-0.630145	0.4565	1	992.431	2	0	0.361658
null3_63	1	734	d	D	-1.83735e-17	0.0139476	-9.08585e-13	-0.798804	0.62	1	942.4	2	0	1
null3_64	1	735	d	D	-0.01707	0.0194107	0.773365	-0.500227	0.8525	1	502.975	2	0	0.379178
null3_65	1	736	d	D	-0.00765443	0.0148658	0.265123	-0.715854	0.7015	1	837.591	2	0	0.606622
null3_66	1	737	D	d	-0.00492256	0.0202636	0.0590134	-0.630427	0.13225	1	459.04	2	0	0.808062
